Research Field,Number of Authors,Average H-Index,Average i10-Index,Max H-Index,Min H-Index,Total H-Index
Geopolymer,1,5.0,3.0,5,5,5
Thorie Des Points Fixes,1,5.0,2.0,5,5,5
Proof Theory,2,5.0,2.5,7,3,10
Edp,6,5.0,3.83,10,0,30
Plant Pathology,4,5.0,2.5,8,2,20
Acute Care Medecine,1,5.0,4.0,5,5,5
Bilateral Teleoperation,1,5.0,4.0,5,5,5
Fea,1,5.0,2.0,5,5,5
Knapsack Problem,1,5.0,3.0,5,5,5
Heuristiqes,1,5.0,5.0,5,5,5
Workflows Scheduling,1,5.0,4.0,5,5,5
Real Time Software Engineering,1,5.0,5.0,5,5,5
Cfrp / Usinage / Arospace,1,5.0,2.0,5,5,5
Applications Sensibles Au Contexte,1,5.0,4.0,5,5,5
Production And Operations Management,1,5.0,2.0,5,5,5
Healthcare Processes,1,5.0,3.0,5,5,5
Management Information Systems,2,5.0,4.0,9,1,10
Smart Grid Communications,1,5.0,5.0,5,5,5
Lie Algebra,1,5.0,2.0,5,5,5
Information Systems And Iot,1,5.0,3.0,5,5,5
Genetic,1,5.0,2.0,5,5,5
Troubles Musculosquelettiques,1,5.0,1.0,5,5,5
Computer Science And Engineering,1,5.0,2.0,5,5,5
Non Linear Mechanical System Modelling And,1,5.0,2.0,5,5,5
Sdn Approach,1,5.0,4.0,5,5,5
Gpu Computing,1,5.0,3.0,5,5,5
Specification Multiagent Systems Des Petri,1,5.0,1.0,5,5,5
Bipedal & Humanoid Robots,1,5.0,3.0,5,5,5
Ontologie De Domaine,1,5.0,1.0,5,5,5
Pragmatics,1,5.0,3.0,5,5,5
Sollar Cells,1,5.0,4.0,5,5,5
Mobile Networking,1,5.0,1.0,5,5,5
Astrophysique,1,5.0,5.0,5,5,5
Data Imperfection,1,5.0,1.0,5,5,5
Audiovisuel,2,5.0,2.0,6,4,10
Btons,1,5.0,2.0,5,5,5
Pollutants,1,5.0,4.0,5,5,5
Risque Cardiovasculaire,1,5.0,2.0,5,5,5
Gyncologie Obsttrique Infertilit,1,5.0,2.0,5,5,5
Cloud-Fog Computing,1,5.0,4.0,5,5,5
Dsp Implementation,1,5.0,0.0,5,5,5
Traitement De Signal Et D'Image,1,5.0,2.0,5,5,5
Wannier-Frenkel Excitons,1,5.0,4.0,5,5,5
Global Change,1,5.0,4.0,5,5,5
Logistique,1,5.0,4.0,5,5,5
Social Media Analysis,2,5.0,2.5,6,4,10
Iot/Iov,1,5.0,4.0,5,5,5
Uavs,1,5.0,4.0,5,5,5
Big Data And Decision Support,1,5.0,1.0,5,5,5
Qoe,1,5.0,4.0,5,5,5
Vegetation Analysis,1,5.0,4.0,5,5,5
Engineering Of Polymeric Materials,1,5.0,4.0,5,5,5
Fluid Mechanics And Heat Transfer,2,5.0,4.0,8,2,10
Rhinology,1,5.0,3.0,5,5,5
Closed-Loop System,1,5.0,4.0,5,5,5
Adaptive Multi-Agent Systems,1,5.0,4.0,5,5,5
Fraisage Grande Vitesses,1,5.0,4.0,5,5,5
Heterocyclic Chemistry,1,5.0,1.0,5,5,5
Bp Similarity,1,5.0,3.0,5,5,5
Fgpm Materials,1,5.0,3.0,5,5,5
3D,2,5.0,5.0,10,0,10
Energy Markets,1,5.0,4.0,5,5,5
Nanophotonics,1,5.0,4.0,5,5,5
Chirurgie Digestive,2,5.0,4.5,9,1,10
Functionally Graded Materials,2,5.0,5.0,6,4,10
Fatigue Behavior And Predictive Of Fatigue,1,5.0,3.0,5,5,5
Connected Cars,1,5.0,3.0,5,5,5
Named Entity,1,5.0,3.0,5,5,5
Structures,2,5.0,3.5,5,5,10
Valorization Of Vegetable Oil,1,5.0,4.0,5,5,5
Process Governance,1,5.0,3.0,5,5,5
Medical Technologies,1,5.0,5.0,5,5,5
Eaux,1,5.0,5.0,5,5,5
Rf And Microwave,1,5.0,0.0,5,5,5
Mechanical Behavior,1,5.0,4.0,5,5,5
Real Options,1,5.0,3.0,5,5,5
Nonlinear Pde,1,5.0,2.0,5,5,5
Traitement Automatique Du Language,1,5.0,3.0,5,5,5
Csp,2,5.0,2.0,7,3,10
Natural Language Processing - Information,1,5.0,4.0,5,5,5
Processus Mtiers,1,5.0,2.0,5,5,5
Power Energy,1,5.0,2.0,5,5,5
Advanced Oxidation,1,5.0,2.0,5,5,5
Efficacit Nergtique Dans Les Btiments,1,5.0,2.0,5,5,5
Spine Surgery,2,5.0,2.5,6,4,10
Applied Financial,1,5.0,4.0,5,5,5
Mimo Antenna,1,5.0,0.0,5,5,5
Heat Engines,1,5.0,3.0,5,5,5
Programming,1,5.0,2.0,5,5,5
Surveys And Data Analysis. Agricultural,1,5.0,0.0,5,5,5
Electronique Et Microelectronique,1,5.0,1.0,5,5,5
Mena Region,1,5.0,3.0,5,5,5
Ingnierie Ontologique,2,5.0,2.5,7,3,10
Regional Economics,1,5.0,4.0,5,5,5
Knowledge Maintenance,1,5.0,1.0,5,5,5
Lignin,1,5.0,2.0,5,5,5
Intangibles,1,5.0,3.0,5,5,5
Mdecine Lgale - Dommage Corporel,1,5.0,5.0,5,5,5
Microprocessors And Microcontrollers,1,5.0,3.0,5,5,5
Image And Signal Processing,1,5.0,3.0,5,5,5
Switched System,1,5.0,3.0,5,5,5
Chimie Des Polymre,1,5.0,4.0,5,5,5
Electrical Machines And Drives,1,5.0,3.0,5,5,5
Diagnostic Des Systmes Modles Non,1,5.0,2.0,5,5,5
By Level Programming,1,5.0,3.0,5,5,5
Ducation,1,5.0,3.0,5,5,5
Power Systems,2,5.0,5.0,10,0,10
Metal Forming,1,5.0,3.0,5,5,5
Sustainable Farming Systems,1,5.0,1.0,5,5,5
Conformal And Cr Geometries,1,5.0,2.0,5,5,5
Modeling-Control-Electronics And,1,5.0,4.0,5,5,5
Life Cycle Sustainability Assessment,1,5.0,0.0,5,5,5
Shape Memory Alloy,1,5.0,2.0,5,5,5
Visualization,1,5.0,4.0,5,5,5
Uvats,1,5.0,1.0,5,5,5
Energie Et Environnement,1,5.0,2.0,5,5,5
Commande Robuste Et Adaptative (Mode,1,5.0,3.0,5,5,5
Gas Sensors,1,5.0,5.0,5,5,5
Digital Marketing & E-Business,1,5.0,3.0,5,5,5
Energetic Engineering,1,5.0,1.0,5,5,5
Chmage,1,5.0,2.0,5,5,5
I&I,1,5.0,3.0,5,5,5
Mechanical Engineering-Desalination -,1,5.0,2.0,5,5,5
Sign Language Processing,1,5.0,2.0,5,5,5
Integrated And Collaborative Product Design,1,5.0,0.0,5,5,5
Mtabolique Et Activit Physique Chez L',1,5.0,4.0,5,5,5
Data Envelopment Analysis,1,5.0,3.0,5,5,5
Written Corrective Feedback,1,5.0,2.0,5,5,5
Addiction,1,5.0,3.0,5,5,5
Electronique Mdical,1,5.0,3.0,5,5,5
Mathmatiques Gnrales,1,5.0,3.0,5,5,5
Organic Solvent Nanofiltration,1,5.0,4.0,5,5,5
Leadership,1,5.0,4.0,5,5,5
Electromagnetics,1,5.0,0.0,5,5,5
Physiology - Plant Abiotic Stress - Plant,1,5.0,5.0,5,5,5
Numerical Computation : Fracture Mechanics,1,5.0,0.0,5,5,5
Quantum Optics,1,5.0,1.0,5,5,5
Energy Optimization In Wsn,1,5.0,2.0,5,5,5
Sparation Solide-Liquide,1,5.0,4.0,5,5,5
Terres Rares,1,5.0,5.0,5,5,5
Pharmacovigilance Pharmacocintique,1,5.0,2.0,5,5,5
Acute Pain,1,5.0,4.0,5,5,5
Document Indexing,1,5.0,3.0,5,5,5
Diagnostic-Techniques Intelligentes-Machine,1,5.0,3.0,5,5,5
Data Integration,1,5.0,2.0,5,5,5
University Gouvernance,1,5.0,3.0,5,5,5
Wireless Sensors Networks (Wsn),1,5.0,2.0,5,5,5
Mechatronics Engineering,1,5.0,3.0,5,5,5
Data Mining And Knowledge Discovery,1,5.0,4.0,5,5,5
Electrical Characterization,1,5.0,5.0,5,5,5
Politiques Publiques,1,5.0,3.0,5,5,5
Hybrid Organic-Inorganic Materials,1,5.0,4.0,5,5,5
Beamforming Structures,1,5.0,3.0,5,5,5
Process,1,5.0,4.0,5,5,5
Parallel Manipulators,1,5.0,3.0,5,5,5
Hydrogen/ Experimental,1,5.0,2.0,5,5,5
Aspect Oriented Programming,1,5.0,3.0,5,5,5
Mechanics,2,5.0,3.0,6,4,10
Gopolitique,1,5.0,0.0,5,5,5
Software Implementation Methods,1,5.0,4.0,5,5,5
Electrical,1,5.0,2.0,5,5,5
Management Of Information Systems,1,5.0,3.0,5,5,5
Microstructure,1,5.0,4.0,5,5,5
Optimal Design,1,5.0,2.0,5,5,5
- Diffraction Des Rayons X- Spectroscopie D',1,5.0,4.0,5,5,5
Embedded System Design,1,5.0,3.0,5,5,5
Textile Technique,1,5.0,4.0,5,5,5
Acoustic Waves,1,5.0,3.0,5,5,5
Facial Plastic Surgery,1,5.0,3.0,5,5,5
Backstepping,1,5.0,3.0,5,5,5
Oca,1,5.0,4.0,5,5,5
Application,1,5.0,2.0,5,5,5
Bi-Level Modeling And Solving,2,5.0,4.0,9,1,10
Finite-Time Stability-Control Theory And,1,5.0,0.0,5,5,5
Risques Professionnels,1,5.0,1.0,5,5,5
Matriaux Et Elments Finis,1,5.0,5.0,5,5,5
Astronomie,1,5.0,5.0,5,5,5
Economic - Business - Finance,1,5.0,5.0,5,5,5
Human Action Recognition,1,5.0,2.0,5,5,5
Computer Graphics,1,5.0,3.0,5,5,5
Qualit Et Scurit Des Soins,1,5.0,1.0,5,5,5
Multi-Stress,1,5.0,4.0,5,5,5
Echocardiography,1,5.0,4.0,5,5,5
Anomaly Detection,3,5.0,2.0,6,4,15
Material Physics,1,5.0,4.0,5,5,5
Dividend,1,5.0,3.0,5,5,5
Histoire,4,5.0,2.75,11,2,20
Model-Driven Engineering,1,5.0,2.0,5,5,5
Visual Analytics,1,5.0,4.0,5,5,5
Unmanned Aerial Vehicle,1,5.0,3.0,5,5,5
Pediatrie,1,5.0,4.0,5,5,5
Wavelets Technics,1,5.0,3.0,5,5,5
Face Authentication,1,5.0,2.0,5,5,5
Social E-Commerce,1,5.0,2.0,5,5,5
Physique Theorique,1,5.0,4.0,5,5,5
Humor Research,1,5.0,3.0,5,5,5
Financial Globalization,1,5.0,3.0,5,5,5
Haptic Feedback,1,5.0,4.0,5,5,5
Solar Desalination,1,5.0,2.0,5,5,5
Gnie Physique,1,5.0,3.0,5,5,5
Temporal Information,1,5.0,3.0,5,5,5
Ant Colony Optimization,2,5.0,3.5,9,1,10
Startups,1,5.0,2.0,5,5,5
Ciment,1,5.0,2.0,5,5,5
Repetitif System,1,5.0,3.0,5,5,5
Mcanique Des Milieux Continus,1,5.0,5.0,5,5,5
Routage,2,5.0,3.5,8,2,10
Microscopie,1,5.0,2.0,5,5,5
Theoretical And Applied Statistics,1,5.0,3.0,5,5,5
Biologie / Environnement / Biologie Marine,1,5.0,3.0,5,5,5
Mode Decision,1,5.0,0.0,5,5,5
Oncologie Mdicale,1,5.0,3.0,5,5,5
Tax Management,1,5.0,3.0,5,5,5
Cognitive Psychology,2,5.0,4.0,8,2,10
Comptabilit -Finance-Fiscalit,1,5.0,5.0,5,5,5
Knowledge Representation And Reasoning,1,5.0,1.0,5,5,5
Icn,1,5.0,4.0,5,5,5
Non Linear Discrete Time Systems,1,5.0,4.0,5,5,5
Crowdsensing,1,5.0,2.0,5,5,5
Modles Graphiques Probabilistes,1,5.0,4.0,5,5,5
Nergtique,3,5.0,3.33,7,2,15
Macrocologie,1,5.0,4.0,5,5,5
Network Simulation,1,5.0,2.0,5,5,5
Computational Complexity,1,5.0,1.0,5,5,5
And Location In Ehv Transmission Lines),1,5.0,3.0,5,5,5
Real-Time Systems,4,5.0,2.75,7,2,20
Piezoelectric Structures,1,5.0,3.0,5,5,5
Clinical Trials,1,5.0,3.0,5,5,5
Ingnierie Des Connaissances,1,5.0,1.0,5,5,5
Electrical Engeeering,1,5.0,1.0,5,5,5
Behavioral Medicine,1,5.0,3.0,5,5,5
Geomatique,1,5.0,5.0,5,5,5
Laser Shock Peening Superficial,1,5.0,3.0,5,5,5
Chromatographie,1,5.0,4.0,5,5,5
Audio And Speech Processing,1,5.0,1.0,5,5,5
Epigntique,1,5.0,4.0,5,5,5
Routing And Transport Protocols,1,5.0,2.0,5,5,5
Transmission Delay,1,5.0,4.0,5,5,5
Economie,8,4.88,4.12,12,0,39
Management,16,4.88,4.75,17,0,78
Banking,6,4.83,4.0,10,1,29
Traitement D'Image,6,4.83,3.5,8,3,29
Supply Chain Management,11,4.82,5.0,20,1,53
Consumer Behavior,10,4.8,4.1,9,0,48
Marketing,24,4.79,11.12,38,0,115
Fault Detection,4,4.75,2.25,8,2,19
Reinforcement Learning,4,4.75,4.0,7,1,19
Natural Language Processing,23,4.74,4.26,22,1,109
Gomorphologie,3,4.67,2.33,7,2,14
Cybersecurity,3,4.67,5.33,11,1,14
Formal Verification,3,4.67,2.33,7,2,14
Gnie Electrique,6,4.67,3.17,14,0,28
Banque,3,4.67,5.33,12,1,14
Multimdia,3,4.67,2.67,6,4,14
Image Retrieval,3,4.67,2.67,8,3,14
Transport Economics,3,4.67,4.33,10,1,14
Rhumatologie,3,4.67,3.33,8,2,14
Textile Engineering,3,4.67,3.0,7,2,14
Computational Chemistry,3,4.67,3.0,8,2,14
Nlp,14,4.64,4.07,15,0,65
Decision Making,5,4.6,2.2,7,1,23
Operational Research,5,4.6,2.4,6,3,23
Ergonomie,5,4.6,2.4,6,1,23
Belief Function Theory,5,4.6,2.0,8,3,23
5G,5,4.6,2.2,7,2,23
Social Media Marketing,2,4.5,4.5,9,0,9
Reanimation,2,4.5,2.5,5,4,9
Green Marketing,2,4.5,4.0,7,2,9
Multi-Agents Systems,2,4.5,4.0,5,4,9
Education,10,4.5,3.8,14,0,45
Medical,2,4.5,3.0,5,4,9
Dimensionality Reduction,4,4.5,3.0,9,2,18
Quantitative Methods,4,4.5,2.5,6,3,18
Esthtique,2,4.5,4.0,9,0,9
Green Finance,2,4.5,3.5,7,2,9
Crop Production,2,4.5,4.0,7,2,9
Load Forecasting,2,4.5,3.5,6,3,9
Coatings,2,4.5,3.0,6,3,9
Ubiquitous Learning,2,4.5,2.0,5,4,9
Swarm Intelligence,4,4.5,2.25,9,2,18
Geoinformatics,2,4.5,2.5,8,1,9
Experiential Marketing,2,4.5,3.5,6,3,9
Graphene,2,4.5,4.0,8,1,9
Modal Analysis,2,4.5,1.0,5,4,9
Noc,4,4.5,2.0,6,3,18
Forestry,2,4.5,4.0,7,2,9
Multiobjective Optimization,2,4.5,2.5,7,2,9
Antennes,2,4.5,2.5,6,3,9
It Security,2,4.5,2.0,7,2,9
Financial Inclusion,2,4.5,3.0,7,2,9
Recherche D'Information,2,4.5,1.5,6,3,9
Food Quality,2,4.5,4.0,7,2,9
Corporate Social Responsibility,4,4.5,3.5,10,2,18
Surgery,6,4.5,2.17,6,2,27
Modlisation Numrique,2,4.5,2.5,7,2,9
Physique De La Matire Molle,2,4.5,2.5,6,3,9
Feature Selection,5,4.4,3.0,8,2,22
Gouvernance,6,4.33,5.0,15,0,26
Hydrology,6,4.33,3.5,9,1,26
Nergie Renouvelable,3,4.33,3.33,5,3,13
Antenna And Propagation,3,4.33,2.0,8,2,13
Mdecine Dentaire,3,4.33,2.0,7,2,13
Vibration,3,4.33,3.33,10,1,13
E-Marketing,3,4.33,3.0,8,0,13
Energy Efficiency,3,4.33,3.0,9,1,13
Social Media,3,4.33,4.33,9,0,13
Conomtrie,3,4.33,3.33,8,2,13
Fractional Differentiation,3,4.33,3.0,7,1,13
Communication Systems,3,4.33,2.0,8,2,13
Digestive Surgery,3,4.33,2.33,7,3,13
Gnie Lectrique,10,4.3,6.2,18,0,43
Software Quality,4,4.25,3.75,12,1,17
Catalysis,4,4.25,2.75,6,3,17
Algebraic Cryptography,1,4.0,2.0,4,4,4
Operating Theatre,1,4.0,3.0,4,4,4
Dynamics,1,4.0,1.0,4,4,4
Mathematical Model,1,4.0,2.0,4,4,4
Chaos Control,1,4.0,2.0,4,4,4
Spciation Et Authenticit Gnomique Dans L',1,4.0,1.0,4,4,4
Online Reviews,1,4.0,4.0,4,4,4
Justice,1,4.0,1.0,4,4,4
Lectromagntisme,1,4.0,1.0,4,4,4
Micro-Ondes Et Antennes,1,4.0,3.0,4,4,4
Gear,1,4.0,2.0,4,4,4
Coordination Polymers,1,4.0,1.0,4,4,4
Prediction,2,4.0,2.5,5,3,8
Large Intelligent Surfaces,1,4.0,2.0,4,4,4
Data Mining And Social Network Analysis,1,4.0,3.0,4,4,4
Fuzzy Sets,1,4.0,2.0,4,4,4
Computational Studies,1,4.0,1.0,4,4,4
Network Economics,1,4.0,2.0,4,4,4
Conservation Agriculture,1,4.0,1.0,4,4,4
Biochimie Clinique,1,4.0,2.0,4,4,4
Ecophysiologie Vgtale Des Arbres Fruitiers,1,4.0,2.0,4,4,4
Algorithm Design,1,4.0,4.0,4,4,4
Systmes D'Aide La Dcision Mdicale,1,4.0,2.0,4,4,4
Multi-Discipline Co-Design Of Rf Circuit,1,4.0,1.0,4,4,4
Eeg Analysis,1,4.0,1.0,4,4,4
Embryology,1,4.0,4.0,4,4,4
Ophthalmology,1,4.0,3.0,4,4,4
Proteomic,2,4.0,2.5,6,2,8
Materials Characterization,1,4.0,4.0,4,4,4
Substance Naturelle,1,4.0,4.0,4,4,4
Evolving Hierarchical Fuzzy Logic,1,4.0,1.0,4,4,4
Geomatic,1,4.0,1.0,4,4,4
Telecommunication Engineering,1,4.0,1.0,4,4,4
Non-Market Valuation,1,4.0,1.0,4,4,4
Mechanical Properties,2,4.0,3.0,6,2,8
Analyse Numerique,1,4.0,2.0,4,4,4
Synthse De La Parole,1,4.0,0.0,4,4,4
Epilepsy Detection,1,4.0,1.0,4,4,4
Skeletal Muscle Atrophy,1,4.0,2.0,4,4,4
Piecewise Linear Systems,1,4.0,2.0,4,4,4
Phylognie,1,4.0,3.0,4,4,4
High-Performance Computing,1,4.0,1.0,4,4,4
Online Revenge,1,4.0,4.0,4,4,4
Industrial Biotechnology,1,4.0,4.0,4,4,4
Ocarina,1,4.0,0.0,4,4,4
Bounded Pdf Estimation,1,4.0,2.0,4,4,4
Satisfaction/Insatisfaction,1,4.0,4.0,4,4,4
Wireless Standards,1,4.0,0.0,4,4,4
Virtualization,1,4.0,2.0,4,4,4
I Work On Business Cycles Ans Crisis,1,4.0,1.0,4,4,4
Biclustering,1,4.0,2.0,4,4,4
Data Warehouses,2,4.0,3.0,7,1,8
Rings And Algebras,1,4.0,2.0,4,4,4
Fusion Energy,1,4.0,2.0,4,4,4
Robotic Systems,1,4.0,3.0,4,4,4
Inlgance Artificielle,1,4.0,0.0,4,4,4
Oxide Glasses,1,4.0,3.0,4,4,4
Risk And Uncertainty,1,4.0,3.0,4,4,4
Biocompounds And Plant Extraction,1,4.0,2.0,4,4,4
Luzerne,1,4.0,0.0,4,4,4
Electronics & -Electronics,1,4.0,0.0,4,4,4
Computer Sciences,11,4.0,2.27,11,1,44
Robotique Et Systme Embarqu,1,4.0,0.0,4,4,4
Diabtologie,1,4.0,1.0,4,4,4
Rural Development,2,4.0,0.0,5,3,8
Soil Sciences,1,4.0,4.0,4,4,4
Document Classification,1,4.0,1.0,4,4,4
Information System Engineering,1,4.0,4.0,4,4,4
Economics Of Innovation,1,4.0,1.0,4,4,4
Rgression Non-Paramtrique,1,4.0,2.0,4,4,4
Economie Du Dveloppement,1,4.0,3.0,4,4,4
Rare Earth Elements,1,4.0,3.0,4,4,4
Histoire Et Archologie De L'Afrique Romaine,1,4.0,0.0,4,4,4
Automatique-Electronique-Informatique,1,4.0,3.0,4,4,4
Language And Linguistics,1,4.0,1.0,4,4,4
Slavery,1,4.0,2.0,4,4,4
Multi-Criteria Methods,1,4.0,2.0,4,4,4
Opinions Analysis,1,4.0,4.0,4,4,4
Mixture Models,1,4.0,2.0,4,4,4
Earnings Management,12,4.0,3.67,17,0,48
Lasers,1,4.0,1.0,4,4,4
Systmes Dynamiques Hybrides,1,4.0,0.0,4,4,4
Enseignement,1,4.0,4.0,4,4,4
Intellectual History,1,4.0,2.0,4,4,4
Assainissement,1,4.0,1.0,4,4,4
Bayesian Inference,1,4.0,1.0,4,4,4
Yield Management,1,4.0,1.0,4,4,4
Turbulent Combustion,1,4.0,2.0,4,4,4
Phd In Computer Science,1,4.0,3.0,4,4,4
Banques,1,4.0,2.0,4,4,4
Mcatronique,1,4.0,0.0,4,4,4
Image & Signal Processing,2,4.0,2.5,6,2,8
Semantic Similarity,1,4.0,3.0,4,4,4
Autonomous Systems,1,4.0,0.0,4,4,4
Matre De Confrences Agrg En Chirurgie,1,4.0,2.0,4,4,4
Context Modelling,1,4.0,3.0,4,4,4
Online Feature Selection,1,4.0,2.0,4,4,4
Service Discovery,2,4.0,2.5,5,3,8
Groundwater Modeling,1,4.0,2.0,4,4,4
Job Shop,1,4.0,3.0,4,4,4
Modles Numrique Optimisation Mise,1,4.0,4.0,4,4,4
Optimization & Artificial Intelligence,1,4.0,3.0,4,4,4
Cologie Microbienne,1,4.0,2.0,4,4,4
Stabilty Analysis Interconnected Systems,1,4.0,3.0,4,4,4
Organomtallique,1,4.0,1.0,4,4,4
Fiances,1,4.0,1.0,4,4,4
Environnemental Economics,1,4.0,0.0,4,4,4
Pso,1,4.0,0.0,4,4,4
Abolitionism,1,4.0,2.0,4,4,4
Unmanned Marine Vehicles,1,4.0,0.0,4,4,4
Energie Solaire,1,4.0,3.0,4,4,4
Business Process Modelling,1,4.0,3.0,4,4,4
Human Resource Management,2,4.0,1.5,5,3,8
& Contemporary Muslim Studies,1,4.0,1.0,4,4,4
Poetry,1,4.0,2.0,4,4,4
Vector Lattices,1,4.0,2.0,4,4,4
Histoire - Archologie-Patrimoine,1,4.0,1.0,4,4,4
Cophysiologie Et Biologie Vgtale,1,4.0,1.0,4,4,4
Accounting Audit,1,4.0,1.0,4,4,4
Public Sector Management,1,4.0,4.0,4,4,4
Pest Control,1,4.0,0.0,4,4,4
Software Defined Networking Sdn,1,4.0,2.0,4,4,4
Delay Differential Equations,1,4.0,1.0,4,4,4
Chaos Based Information Security,1,4.0,0.0,4,4,4
Mobile Robotics And System Control,1,4.0,0.0,4,4,4
Genetics Of Infertility,1,4.0,4.0,4,4,4
Granger Causality,1,4.0,3.0,4,4,4
Sig,4,4.0,2.25,7,2,16
Traitement Et Rutilisation Des Eaux Uses,1,4.0,1.0,4,4,4
Ancient Times,1,4.0,3.0,4,4,4
Nphrologie,1,4.0,2.0,4,4,4
Semantic Indexing,1,4.0,1.0,4,4,4
Rgression En Quantile,1,4.0,2.0,4,4,4
Robust Fault Reconstruction,1,4.0,1.0,4,4,4
Islamic Banking,1,4.0,2.0,4,4,4
Pdopsychiatrie,1,4.0,0.0,4,4,4
4G/5G Mobile Communication,1,4.0,1.0,4,4,4
Corporate Gouvernance,1,4.0,1.0,4,4,4
Intrt Nutritionnel,1,4.0,3.0,4,4,4
Dpollution,1,4.0,4.0,4,4,4
Incineration And Valorisation Of Biomass,1,4.0,2.0,4,4,4
Bigraphs,1,4.0,3.0,4,4,4
Cultures Oasiennes,1,4.0,0.0,4,4,4
Phosphogypsum Processing,1,4.0,3.0,4,4,4
Assets Valuation,1,4.0,3.0,4,4,4
Mathematical Education,1,4.0,1.0,4,4,4
Structures Fractales,1,4.0,1.0,4,4,4
Comparative Literature,1,4.0,2.0,4,4,4
Endocrinology,2,4.0,2.5,7,1,8
Analyse Complexe,1,4.0,2.0,4,4,4
Optimisation Web Services,1,4.0,0.0,4,4,4
Special Functions And Q-Analogues,1,4.0,2.0,4,4,4
Sustainable Agriculture,2,4.0,3.0,6,2,8
Amlioration Des Plantes,1,4.0,0.0,4,4,4
Meshfree Methods,1,4.0,4.0,4,4,4
Wireless Communications Multi-Carrier,1,4.0,0.0,4,4,4
Wavelet Decomposition,1,4.0,3.0,4,4,4
Guidance And Control,1,4.0,0.0,4,4,4
Nps,1,4.0,0.0,4,4,4
Aadl,1,4.0,0.0,4,4,4
Milieux Anisotropes,1,4.0,3.0,4,4,4
Fake Reviews Detection,1,4.0,0.0,4,4,4
Msp,1,4.0,4.0,4,4,4
Imaging & Modeling,1,4.0,1.0,4,4,4
Dynamic And Non-Stationary Environments,1,4.0,3.0,4,4,4
Wireless Networking,1,4.0,2.0,4,4,4
Environmental Impact Assessment,1,4.0,1.0,4,4,4
Automated Negotiation,1,4.0,2.0,4,4,4
Heat And Mass Transfer Modelling In,1,4.0,2.0,4,4,4
Chirurgie Gnrale Et Digestive,1,4.0,3.0,4,4,4
Environnement Et Dveloppement Durable,1,4.0,4.0,4,4,4
Passive Biped Robots,1,4.0,4.0,4,4,4
Inverse Kinematics,1,4.0,4.0,4,4,4
Optimization Algorithms (Metaheuristics),1,4.0,1.0,4,4,4
Computer Security,1,4.0,2.0,4,4,4
Time-Delay,1,4.0,1.0,4,4,4
Smart Materials,1,4.0,4.0,4,4,4
Photovoltaques,1,4.0,3.0,4,4,4
Migrations Mditerranennes,1,4.0,1.0,4,4,4
Electrochemistry - Biosensors - Environment,1,4.0,4.0,4,4,4
Unmanned Aerial Vehicles,2,4.0,3.0,6,2,8
Especially Genetic Algorithms,1,4.0,1.0,4,4,4
Relativit Gnrale,1,4.0,1.0,4,4,4
Analysis Mainly For Power Electronic Circuits,1,4.0,2.0,4,4,4
Optoelectronics Material Caracterisation And,1,4.0,1.0,4,4,4
Infinite Dimensional Harmonic Analysis,1,4.0,2.0,4,4,4
Land Cover And Climate Ch,1,4.0,3.0,4,4,4
Chemical Ingenering,1,4.0,1.0,4,4,4
Infographie,1,4.0,4.0,4,4,4
Traumatologie,1,4.0,2.0,4,4,4
Chilling And Heat Requirements,1,4.0,4.0,4,4,4
Acoustic Engineering,1,4.0,0.0,4,4,4
Software Engineerinf For Self-Adaptive Systems,1,4.0,1.0,4,4,4
Meta-Heuristics,1,4.0,4.0,4,4,4
Ofdma,1,4.0,2.0,4,4,4
Free Vibration Analysis,1,4.0,4.0,4,4,4
Nematologie,1,4.0,0.0,4,4,4
Crop Modelling,2,4.0,2.0,5,3,8
Pharmacologie Allergologie,1,4.0,1.0,4,4,4
Voluntury Disvulgation,1,4.0,2.0,4,4,4
Pin Diode,1,4.0,1.0,4,4,4
Base De Donnes Gographiques Temps Rel,1,4.0,1.0,4,4,4
Water Quality,2,4.0,4.0,8,0,8
Clinical Bacteriology,1,4.0,2.0,4,4,4
Data Consistency,1,4.0,1.0,4,4,4
Cytogenetic,1,4.0,4.0,4,4,4
Portfolio,1,4.0,2.0,4,4,4
Oxalates,1,4.0,1.0,4,4,4
Sciences De L'Ducation Et De La Formation,1,4.0,0.0,4,4,4
Semi Conducteur,1,4.0,0.0,4,4,4
Machine/Deep Learning,1,4.0,1.0,4,4,4
Boundary Element Method,1,4.0,0.0,4,4,4
Lpv Systems,1,4.0,3.0,4,4,4
Nonlinear Analysis And Critical Point Theory,1,4.0,0.0,4,4,4
Nanogenerators,1,4.0,1.0,4,4,4
Radio Resource Management In 4G&5G,1,4.0,2.0,4,4,4
Sliding Mode Observer,1,4.0,3.0,4,4,4
Sliding Mode Control,3,4.0,2.33,5,3,12
Retinal Surgery,1,4.0,0.0,4,4,4
Batterie,1,4.0,1.0,4,4,4
Regional Integration,2,4.0,2.0,5,3,8
Informal Entrepreneurship,1,4.0,2.0,4,4,4
Environmental Economics And Innovation,1,4.0,2.0,4,4,4
Gamification Adaptative,1,4.0,1.0,4,4,4
Rseaux Vanet,1,4.0,2.0,4,4,4
Summary Evaluation,1,4.0,3.0,4,4,4
Neurotrauma,1,4.0,0.0,4,4,4
Speech Recognition,2,4.0,3.0,7,1,8
Distributed Control,1,4.0,1.0,4,4,4
